# generation     fitness     objective     time     phase
0.000000000000000000e+00,nan,0.000000000000000000e+00,4.526486396789550781e-01,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00,-1.348902868397934496e+00
1.000000000000000000e+02,3.593802617249986724e+03,1.668103100884202328e-02,2.972558879852294922e+01,-4.199402726201793890e+00,1.180782076228091348e+01,9.446415103434054217e+00,7.527593528005889212e+00,6.004666331805032620e+00,4.825237160693561123e+00,3.966523410176790776e+00,3.382444584224335138e+00,-3.203896679949516990e+00,3.022517585029784293e+00,-3.072615639918732544e+00,-2.659450786385590959e+00,-2.056901870977864366e+00,-1.270001419268977250e+00,-3.115522370859691303e-01,8.129433512492501013e-01,2.090323101693858376e+00,9.786722816771199263e+00,1.133697744512557293e+01,1.301740892319398846e+01
2.000000000000000000e+02,1.165904246698518691e+05,2.928657318160458791e-03,5.861588621139526367e+01,9.008997885391659466e+00,1.171161142737014771e+01,9.349350674997026545e+00,7.421833704490381045e+00,5.885433030301954638e+00,4.707076371741123921e+00,3.850758925345925565e+00,3.285124954333888958e+00,-3.288410716930304289e+00,2.952514269418026416e+00,-3.140603450247660078e+00,-2.733990415051582801e+00,-2.129819357534680879e+00,-1.343853589407459914e+00,-3.855863486224426762e-01,7.346230680066243579e-01,2.004442690392280291e+00,9.698574248942504639e+00,1.124656072076976088e+01,1.292800600727992766e+01
3.000000000000000000e+02,7.333448773862133734e+06,3.692715664331934359e-04,8.782177472114562988e+01,8.989690855916348866e+00,1.165113293441854836e+01,9.303076633265199291e+00,7.381590590161843934e+00,5.846057852239121999e+00,4.662544608019546288e+00,3.802924672301718712e+00,3.240731175976182321e+00,-3.329620882192004139e+00,2.917975600076086362e+00,-3.168632657117396167e+00,-2.759474383351518956e+00,-2.153019221311291087e+00,-1.364376209234324788e+00,-4.071840926184787657e-01,7.088927584949744620e-01,1.974448601987508267e+00,9.665837673105231787e+00,1.120938880733717724e+01,1.288720997071563978e+01
4.000000000000000000e+02,1.123824136609895825e+08,9.433021457804684554e-05,1.168486807346343994e+02,-3.581616555566398574e+00,1.165039011342048525e+01,9.300012151192737164e+00,7.376904479980924911e+00,5.841111052163301842e+00,4.658601318836690375e+00,3.800299533300297128e+00,3.240101844939300424e+00,-3.329293037963011681e+00,2.919289147374610316e+00,-3.166991265589879756e+00,-2.756501167018969856e+00,-2.150046004978741987e+00,-1.361730837130768146e+00,-4.045387205149221233e-01,7.109719396355922427e-01,1.975762149286032221e+00,9.665837673105231787e+00,1.120938880733717724e+01,1.288674325478240590e+01
5.000000000000000000e+02,1.938500232939825654e+08,7.182358376687635743e-05,1.479126706123352051e+02,-3.585068044058414394e+00,1.165113293441854836e+01,9.299731019855029146e+00,7.376623348643216893e+00,5.840350705525608532e+00,4.657577366500919247e+00,3.799556712302234018e+00,3.239622629639315132e+00,-3.329620882192004139e+00,2.919289147374610316e+00,-3.166724997249123597e+00,-2.756234898678213696e+00,-2.149779736637985827e+00,-1.361464568790011986e+00,-4.042724521741659638e-01,7.109719396355922427e-01,1.975481017948324203e+00,9.665376773973950009e+00,1.120910767599946922e+01,1.288646212344469788e+01
6.000000000000000000e+02,3.571890430870408416e+08,5.291160505048269312e-05,1.791638412475585938e+02,-3.586568958675893537e+00,1.165023945713856790e+01,9.298837542575046911e+00,7.375729871363235546e+00,5.839457228245627185e+00,4.656981532972370275e+00,3.799147246977154335e+00,3.239639142053039489e+00,-3.329323238440571764e+00,2.919676121351405751e+00,-3.166157102954341607e+00,-2.755933272724187866e+00,-2.149211842343203838e+00,-1.360896674495229997e+00,-4.037045578793839740e-01,7.115398339303742326e-01,1.976048912243106193e+00,9.665763747950745000e+00,1.120940531975090160e+01,1.288646212344469788e+01
7.000000000000000000e+02,5.777196074945400953e+08,4.160460913182830752e-05,2.103796041011810303e+02,-3.586755778866478117e+00,1.165053710089000027e+01,9.298837542575046911e+00,7.375507276626345643e+00,5.839030764378412286e+00,4.656444245544308025e+00,3.798627008488831613e+00,3.239101854624977239e+00,-3.329620882192004139e+00,2.920067706795940410e+00,-3.165765517509806948e+00,-2.755541687279653207e+00,-2.148820256898669179e+00,-1.360505089050695338e+00,-4.033129724348493150e-01,7.119314193749088915e-01,1.976048912243106193e+00,9.665681396453708274e+00,1.120910767599946922e+01,1.288627530325411286e+01
8.000000000000000000e+02,1.076818680854870081e+09,3.047394710692124164e-05,2.417785701751708984e+02,-3.589411271307735074e+00,1.165006875425371646e+01,9.297667037749494767e+00,7.374336771800793500e+00,5.837860259552860143e+00,4.655461006862990914e+00,3.798158661852547358e+00,3.238857145016035055e+00,-3.329397245164662067e+00,2.920150565737640758e+00,-3.165459021540764528e+00,-2.755235191310610787e+00,-2.148513760929626759e+00,-1.360198593081652918e+00,-4.030893354075072432e-01,7.120026002479953320e-01,1.976272549270448264e+00,9.665681396453708274e+00,1.120910767599946922e+01,1.288627530325411286e+01
9.000000000000000000e+02,1.692287341618241310e+09,2.430876790207804383e-05,2.730880136489868164e+02,-4.199733372973005530e+00,1.103946637735623604e+01,8.686492991261014041e+00,6.762860469471600133e+00,5.226417056958749363e+00,4.043821074470269394e+00,3.186154908794017082e+00,2.626759302791096928e+00,-3.941961548687612726e+00,2.307223128040779780e+00,-3.778666734469835475e+00,-3.368640320530191357e+00,-2.762199165381417298e+00,-1.974164272765653649e+00,-1.017335290323718056e+00,9.747637009957466070e-02,1.361466043889817623e+00,9.050594615840868329e+00,1.059374062015441886e+01,1.227062797217685208e+01
