# generation     fitness     objective     time     phase
0.000000000000000000e+00,nan,0.000000000000000000e+00,5.154738426208496094e-01,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00,-1.542850655749912425e+00
1.000000000000000000e+02,1.210874133426909651e+02,9.087627122124626589e-02,3.173148131370544434e+01,9.306937351019710647e-01,-1.515338821948696291e+00,-1.560651499386040086e+00,1.616177632226727390e+00,2.257691198255679765e+00,-1.625151874219404213e+00,-8.670717399217431343e-01,1.726311589984134587e+00,2.329086158333906642e+00,-1.327657620700739116e+00,-9.112116429163269471e-01,-4.467913975168858798e+00,-4.237619508485400033e+00,4.875288234085699557e+00,4.875288234085699557e+00,1.741472656137470487e+00,8.494433601786045562e-01
2.000000000000000000e+02,1.365246734829458717e+02,8.558436381747712429e-02,6.281613016128540039e+01,9.322238246171705711e-01,-1.512695501434591749e+00,-1.556159047602196033e+00,1.617707721741926896e+00,2.270403661960793240e+00,-1.628589117947389031e+00,-8.083539921474871548e-01,1.671504834538788398e+00,2.441963567553137260e+00,-1.299564175059139792e+00,-8.559817755516284654e-01,-4.467913975168858798e+00,-4.257965819010674835e+00,4.880381132530750676e+00,4.681773695132469548e+00,1.817141221660732331e+00,3.810143562804196860e-01
3.000000000000000000e+02,1.378204789978018994e+02,8.518107615044276382e-02,9.381322979927062988e+01,9.513470646159305488e-01,-1.503628642112462943e+00,-1.546092764604591441e+00,1.626774581064055702e+00,2.279213025574614360e+00,-1.621570497866857696e+00,-7.868321648285525605e-01,1.673034924053987904e+00,2.440433478037937753e+00,-1.296448871017724880e+00,-8.475365939058859821e-01,-4.467913975168858798e+00,-4.257965819010674835e+00,4.875075159533366786e+00,4.675696861636403412e+00,1.811268186906811906e+00,3.465391477974989476e-01
4.000000000000000000e+02,1.382982345314916302e+02,8.503381853129113321e-02,1.248969087600708008e+02,9.594211026337013948e-01,-1.501324592609879938e+00,-1.543788715102008435e+00,1.629078630566638708e+00,2.291952772537210858e+00,-1.621570497866857696e+00,-7.803545612750046878e-01,1.676637749500991204e+00,2.441963567553137260e+00,-1.298430871880935644e+00,-8.469911790240026717e-01,-4.469350561150186252e+00,-4.259402404992002289e+00,4.873093158670156022e+00,4.673714860773192648e+00,1.809286186043601141e+00,3.445571469342881832e-01
5.000000000000000000e+02,1.383903515748442601e+02,8.500551320589309900e-02,1.558076541423797607e+02,9.594211026337013948e-01,-1.501324592609879938e+00,-1.543727261113749805e+00,1.629078630566638708e+00,2.291705868751096276e+00,-1.621817401652972279e+00,-7.799011030314551007e-01,1.674528496747041073e+00,2.447172174902456643e+00,-1.298430871880935644e+00,-8.447504091210936705e-01,-4.469341886012085041e+00,-4.259560985567292235e+00,4.873094872077018636e+00,4.673714860773192648e+00,1.809286186043601141e+00,-5.976810876803062555e-01
6.000000000000000000e+02,1.385049920298569646e+02,8.497032643066880497e-02,1.868395798206329346e+02,9.596304807455600105e-01,-1.501115214498021322e+00,-1.543517883001891189e+00,1.629288008678497324e+00,2.294011241549266611e+00,-1.622149030732736641e+00,-7.772926841470400028e-01,1.674528496747041073e+00,2.447567958432053103e+00,-1.299986717572828798e+00,-8.472946735556766695e-01,-4.471886150446668040e+00,-4.262276624680140458e+00,4.870550607642435637e+00,4.671170596338609649e+00,1.806741921609018142e+00,-5.976810876803062555e-01
7.000000000000000000e+02,1.386211897426754547e+02,8.493470623604541803e-02,2.177407059669494629e+02,9.611928745985807154e-01,-1.499552820645000617e+00,-1.541955489148870484e+00,1.630850402531518029e+00,2.295518533354021784e+00,-1.620610612159503638e+00,-7.753986612142549362e-01,1.676090890600061778e+00,2.450112222866636102e+00,-1.297442453138245799e+00,-8.404797927775987665e-01,-4.469341886012085041e+00,-4.251141346917252761e+00,4.869683724308779382e+00,4.670303713004953394e+00,1.805875038275361888e+00,3.396016473026506333e-01
8.000000000000000000e+02,1.386677728228441424e+02,8.492043885262100245e-02,2.486566095352172852e+02,9.611928745985807154e-01,-1.499332591945550464e+00,-1.541735260449420331e+00,1.631070631230968182e+00,2.297557401888870920e+00,-1.620610612159503638e+00,-7.733597926794057997e-01,1.675258585110047660e+00,2.455958877915702221e+00,-1.296794274707945949e+00,-8.358290289894093616e-01,-4.469195953616488026e+00,-4.251141346917252761e+00,4.869683724308779382e+00,4.670303713004953394e+00,1.805875038275361888e+00,3.379940379906414272e-01
9.000000000000000000e+02,1.387093154812072555e+02,8.490772130388524186e-02,2.795196952819824219e+02,9.627882738402950835e-01,-1.497737192703836095e+00,-1.540139861207705962e+00,1.632666030472682550e+00,2.299152801130585289e+00,-1.619170859022302622e+00,-7.714797561256019343e-01,1.675258585110047660e+00,2.456350486584793380e+00,-1.299047410553891613e+00,-8.384269693915648025e-01,-4.471449089462433690e+00,-4.253394482763198425e+00,4.867430588462833718e+00,4.668050577159007730e+00,1.803621902429416224e+00,3.354342534008520893e-01
